,,,,,,,
,China: 35.86166 104.19540,,Kazakhstan: 48.01957 66.92368,,,,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,,,,,United States of America: 37.09024 -95.71289,
,China: 35.86166 104.19540,,,,,India: 20.59368 78.96288,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,India: 20.59368 78.96288,,,,Japan: 36.20482 138.25292,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,,,,,,
,China: 35.86166 104.19540,,,,,,
,Christmas Island: -10.44753 105.69045,,,,,Japan: 36.20482 138.25292,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Colombia: 4.57087 -74.29733,,,,,,
,Comoros: -11.64550 43.33330,,,,,,
,Comoros: -11.64550 43.33330,,,,,,
,Congo: -0.22802 15.82766,,,,,,
,Congo: -0.22802 15.82766,,,,,,
,Costa Rica: 9.74892 -83.75343,,,,,,
,Croatia: 45.10000 15.20000,,,,,Egypt: 26.82055 30.80250,
,Cuba: 21.52176 -77.78117,,,,,,
,Cuba: 21.52176 -77.78117,,,,,,
,Cuba: 21.52176 -77.78117,,,,,,
,Democratic Republic of the Congo: -4.03833 21.75866,,,,,,
,Djibouti: 11.82514 42.59027,,,,,,
,Dominica: 15.41500 -61.37098,,Guadeloupe: 16.26500 -61.55100,,,,
,Dominican Republic: 18.73569 -70.16265,,Haiti: 18.97119 -72.28521,,,,
,Ecuador: -1.83124 -78.18341,,,,,,
,Ecuador: -1.83124 -78.18341,,,,,,
,Ecuador: -1.83124 -78.18341,,,,,,
,Equatorial Guinea: 1.65080 10.26789,,,,,,
,Equatorial Guinea: 1.65080 10.26789,,,,,,
,Eritrea: 15.17938 39.78233,,,,,,
,Eritrea: 15.17938 39.78233,,Israel: 31.04605 34.85161,,,Germany: 51.16569 10.45153,
,Ethiopia: 9.14500 40.48967,,,,,,
,France: 46.22764 2.21375,,Austria: 47.51623 14.55007,,,,
,France: 46.22764 2.21375,,,,,Cape Verde: 15.12173 -23.60508,Bosnia and Herzegovina: 43.91589 17.67908
,French Polynesia: -17.67974 -149.40684,,,,,,
,Gabon: -0.80369 11.60944,,,,,,
,Georgia: 42.1902 43.2781,Eritrea: 15.17938 39.78233,,,,Belgium: 50.50389 4.46994,
,Gibraltar: 36.1430 -5.3530,,,,,Denmark: 56.26392 9.50178,Croatia: 45.10000 15.20000
,Greece: 39.07421 21.82431,,,,,France: 46.22764 2.21375,
,Guam: 13.44430 144.79373,,,,,,
,Guinea: 9.94559 -9.69665,,,,,,
,Honduras: 15.20000 -86.24191,,,,,,
,Honduras: 15.20000 -86.24191,,,,,,
,Honduras: 15.20000 -86.24191,,,,,,
,Hong Kong: 22.39643 114.10950,,,,,,
,Hong Kong: 22.39643 114.10950,,,,,Vietnam: 14.05832 108.27720,
,Hungary: 47.16249 19.50330,,,,,Germany: 51.16569 10.45153,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,Bangladesh: 23.68499 90.35633,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,,,,,,
,India: 20.59368 78.96288,Ethiopia: 9.14500 40.48967,,,,Bulgaria: 42.73388 25.48583,
,India: 20.59368 78.96288,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,Singapore: 1.35208 103.81984,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,Burma: 21.91397 95.95622,Bangladesh: 23.68499 90.35633,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,Burma: 21.91397 95.95622,Vietnam: 14.05832 108.27720,,,,
,Indonesia: -0.78927 113.92133,,Bangladesh: 23.68499 90.35633,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,Singapore: 1.35208 103.81984,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Indonesia: -0.78927 113.92133,,,,,,
,Iran: 32.42791 53.68805,,,,,,
,Iran: 32.42791 53.68805,Pakistan: 30.37532 69.34512,,,,Jordan: 30.58516 36.23841,
,Iran: 32.42791 53.68805,,,,,,
,Iran: 32.42791 53.68805,,,,,,
,Iran: 32.42791 53.68805,,,,,Israel: 31.04605 34.85161,
,Iran: 32.42791 53.68805,,,,,Cyprus: 35.12641 33.42986,
,Iraq: 33.22319 43.67929,,,,,Kuwait: 29.31166 47.48177,
,Iraq: 33.22319 43.67929,,,,,Czech Republic: 49.81749 15.47296,
,Ireland: 53.41291 -8.24389,,,,,Germany: 51.16569 10.45153,Egypt: 26.82055 30.80250
,Israel: 31.04605 34.85161,,,,,Denmark: 56.26392 9.50178,
,Italy: 41.87194 12.56738,,,,,Malta: 35.93750 14.37542,
,Japan: 36.20482 138.25292,,,,,,
,Japan: 36.20482 138.25292,,,,,,
,Japan: 36.20482 138.25292,,,,,,
,Jordan: 30.58516 36.23841,,Senegal: 14.49740 -14.45236,,,Mali: 17.57069 -3.99617,
,Jordan: 30.58516 36.23841,,,,,Egypt: 26.82055 30.80250,
,Kazakhstan: 48.01957 66.92368,Russian Federation: 61.52401 105.31876,,,,South Korea: 35.90776 127.76692,
,Kazakhstan: 48.01957 66.92368,,,,,The Netherlands: 52.13263 5.29127,
,Kazakhstan: 48.01957 66.92368,,China: 35.86166 104.19540,,,,
,Kazakhstan: 48.01957 66.92368,,,,,Finland: 61.92411 25.74815,
,Kenya: -0.02356 37.90619,,,,,,
,Kenya: -0.02356 37.90619,,,,,,
,Kenya: -0.02356 37.90619,,Chad: 15.45417 18.73221,Malawi: -13.25431 34.30152,,,
,Kyrgyzstan: 41.20438 74.76610,,,,,France: 46.22764 2.21375,
,Laos: 19.85627 102.49550,,,,,,
,Laos: 19.85627 102.49550,,,,,,
,Laos: 19.85627 102.49550,,,,,,
,Laos: 19.85627 102.49550,,,,,,
,Laos: 19.85627 102.49550,China: 35.86166 104.19540,,,,,
,Laos: 19.85627 102.49550,,,,,,
,Laos: 19.85627 102.49550,,,,,,
,Laos: 19.85627 102.49550,,,,,,
,Laos: 19.85627 102.49550,,,,,,
,Lebanon: 33.9270 35.6951,,,,,Germany: 51.16569 10.45153,
,Macedonia (FYROM): 41.60863 21.74527,,,,,West Bank: 31.94657 35.30272,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,Mauritius: -20.34840 57.55215,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Madagascar: -18.76695 46.86911,,,,,,
,Malaysia: 4.21048 101.97577,,,,,,
,Malaysia: 4.21048 101.97577,,Bhutan: 27.51416 90.43360,,,,
,Malaysia: 4.21048 101.97577,,,,,,
,Malaysia: 4.21048 101.97577,,,,,,
,Malaysia: 4.21048 101.97577,,,,,,
,Mali: 17.57069 -3.99617,,Mauritania: 21.00789 -10.94083,,,,
,Mauritania: 21.00789 -10.94083,,Egypt: 26.82055 30.80250,Tunisia: 33.88692 9.53750,,,
,Mauritania: 21.00789 -10.94083,,Sudan: 12.86281 30.21764,,,Montenegro: 42.70868 19.37439,
,Mauritius: -20.34840 57.55215,,,,,,
,Mexico: 19.0000 -99.0000,,,,,,
,Mexico: 19.0000 -99.0000,,,,,,
,Mexico: 19.0000 -99.0000,,,,Cuba: 21.52176 -77.78117,,
,Mexico: 19.0000 -99.0000,,,,,,
,Mexico: 19.0000 -99.0000,,,,,,
,Micronesia: 6.88746 158.21507,,,,,,
,Micronesia: 6.88746 158.21507,,,,,,
,Mongolia: 46.86250 103.84666,,,,,,
,Mongolia: 46.86250 103.84666,Turkmenistan: 38.96972 59.55628,,,,,
,Mongolia: 46.86250 103.84666,,Moldova: 47.41163 28.36989,,,,
,Montenegro: 42.70868 19.37439,,,,,Poland: 51.91944 19.14514,
,Montserrat: 16.74250 -62.18737,,Martinique: 14.64153 -61.02417,,,,
,Morocco: 31.79170 -7.09262,,,,,Portugal: 39.39987 -8.22445,
,Morocco: 31.79170 -7.09262,,,,,Portugal: 39.39987 -8.22445,
,Morocco: 31.79170 -7.09262,,,,,Israel: 31.04605 34.85161,Faroe Islands: 61.89263 -6.91181
,Mozambique: -18.66569 35.52956,,Rwanda: -1.94028 29.87389,Swaziland: -26.52250 31.46587,,,
,Namibia: -22.95764 18.49041,,,Zambia: -13.13390 27.84933,,,
,Namibia: -22.95764 18.49041,,,,,,
,Nepal: 28.39486 84.12401,,,,,,
,Nepal: 28.39486 84.12401,,,,,,
,Nepal: 28.39486 84.12401,,,,,,
,Nepal: 28.39486 84.12401,,,,,,
,New Caledonia: -20.90431 165.61804,,,,,,
,New Caledonia: -20.90431 165.61804,,,,,,
,New Zealand: -40.90056 174.88597,,,,,,
,New Zealand: -40.90056 174.88597,,,,,,
,Niger: 17.60779 8.08167,,Libya: 26.33510 17.22833,,,,
,Niger: 17.60779 8.08167,,Morocco: 31.79170 -7.09262,,,,
,Nigeria: 9.08200 8.67528,,,,,,
,Nigeria: 9.08200 8.67528,,,,,,
,Nigeria: 9.08200 8.67528,,,,,,
,North Korea: 40.33985 127.51009,,,,,,
,Northern Mariana Islands: 15.09790 145.67390,,,,,,
,Oman: 21.51258 55.92325,,,,,Greece: 39.07421 21.82431,
,Pakistan: 30.37532 69.34512,,,,,,
,Pakistan: 30.37532 69.34512,,,,,,
,Pakistan: 30.37532 69.34512,,,,,Hungary: 47.16249 19.50330,
,Panama: 8.53798 -80.78213,,,,,,
,Panama: 8.53798 -80.78213,,,,,,
,Panama: 8.53798 -80.78213,,,,,,
,Panama: 8.53798 -80.78213,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Papua New Guinea: -6.31499 143.95555,,,,,,
,Paraguay: -23.44250 -58.44383,,,,,,
,Paraguay: -23.44250 -58.44383,,,,,,
,Peru: -9.18997 -75.01515,,,,,,
,Peru: -9.18997 -75.01515,,,,,,
,Peru: -9.18997 -75.01515,,,,,,
,Peru: -9.18997 -75.01515,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Philippines: 12.87972 121.77402,,,,,,
,Portugal: 39.39987 -8.22445,,,,,Italy: 41.87194 12.56738,Greece: 39.07421 21.82431
,Puerto Rico: 18.22083 -66.59015,,,,,,
,Qatar: 25.35483 51.18388,,,,,Italy: 41.87194 12.56738,
,Réunion: -21.1144 55.5325,,,,,,
,Réunion: -21.1144 55.5325,,Mauritius: -20.34840 57.55215,,,,
,Romania: 45.94316 24.96676,,Belarus: 53.70981 27.95339,,,,
,Romania: 45.94316 24.96676,,,,,Spain: 40.46367 -3.74922,
,Russian Federation: 61.52401 105.31876,,,,,,
,Russian Federation: 61.52401 105.31876,,,,,,
,Russian Federation: 61.52401 105.31876,,,,,,
,Russian Federation: 61.52401 105.31876,,Bulgaria: 42.73388 25.48583,,,,
,Russian Federation: 61.52401 105.31876,,,,,Switzerland: 46.81819 8.22751,
,Russian Federation: 61.52401 105.31876,,,,,United Kingdom: 55.37805 -3.43597,
,Russian Federation: 61.52401 105.31876,,Poland: 51.91944 19.14514,,,,
,Russian Federation: 61.52401 105.31876,,,,,Kuwait: 29.31166 47.48177,
,Russian Federation: 61.52401 105.31876,,,,,Luxembourg: 49.81527 6.12958,
,Rwanda: -1.94028 29.87389,,,,,,
,Saint Helena: -15.9500 -5.7000,,,,,,
,Saint Vincent and the Grenadines: 13.25338 -61.19625,,,,,,
,Sao Tomé and Principe: 0.3176 6.6688,,,,,,
,Sao Tomé and Principe: 0.3176 6.6688,,,,,,
,Saudi Arabia: 23.88594 45.07916,,,,,Serbia: 44.01652 21.00586,
,Saudi Arabia: 23.88594 45.07916,,,,,,
,Saudi Arabia: 23.88594 45.07916,,,,,Maldives: 1.97725 73.53610,
,Serbia: 44.01652 21.00586,,,,,,
,Singapore: 1.35208 103.81984,,,,,,
,Singapore: 1.35208 103.81984,,,,,,
,Solomon Islands: -9.64571 160.15619,,,,,,
,Solomon Islands: -9.64571 160.15619,,,,,,
,Solomon Islands: -9.64571 160.15619,,,,,,
,Somalia: 5.15215 46.19962,,,,,,
,Somalia: 5.15215 46.19962,,,,,,
,South Africa: -30.55948 22.93751,,,,,,
,South Africa: -30.55948 22.93751,,,,,,
,South Africa: -30.55948 22.93751,,,,,,
,South Korea: 35.90776 127.76692,,,,,,
,Spain: 40.46367 -3.74922,,,,,,
,Spain: 40.46367 -3.74922,,Croatia: 45.10000 15.20000,,,,
,Spain: 40.46367 -3.74922,,,,,The Netherlands: 52.13263 5.29127,Libya: 26.33510 17.22833
,Sri Lanka: 7.87305 80.77180,,,,,,
,Sri Lanka: 7.87305 80.77180,,,,,,
,Sri Lanka: 7.87305 80.77180,,,,,Malta: 35.93750 14.37542,
,Sudan: 12.86281 30.21764,,,,,Mongolia: 46.86250 103.84666,
,Syria: 34.80207 38.99681,,,,,Morocco: 31.79170 -7.09262,
,Syria: 34.80208 38.99681,,,,,Somalia: 5.15215 46.19962,
,Taiwan: 23.69781 120.96052,,,,,,
,Taiwan: 23.69781 120.96052,,,,,,
,Tajikistan: 38.86103 71.27609,,,,,The Netherlands: 52.13263 5.29127,
,Tanzania: -6.36903 34.88882,,,,,,
,Tanzania: -6.36903 34.88882,,,,,,
,Tanzania: -6.36903 34.88882,,,,,,
,Tanzania: -6.36903 34.88882,,,,,,
,Thailand: 15.87003 100.99254,,,,,,
,Thailand: 15.87003 100.99254,,,,,,
,Thailand: 15.87003 100.99254,,,,,,
,Thailand: 15.87003 100.99254,,,,,,
,Thailand: 15.87003 100.99254,,,,,,
,Thailand: 15.87003 100.99254,,,,,,
,Thailand: 15.87003 100.99254,,,,,,
,Timor-Leste: -8.87422 125.72754,,,,,,
,Timor-Leste: -8.87422 125.72754,,,,,,
,Trinidad and Tobago: 10.69180 -61.22250,,,,,,
,Trinidad and Tobago: 10.69180 -61.22250,,,,,,
,Tunisia: 33.88692 9.53750,,,,,,
,Turkey: 38.96375 35.24332,,,,,,
,Turkey: 38.96375 35.24332,,,,,,
,Turkey: 38.96375 35.24332,,,,,,
,Turkey: 38.96375 35.24332,,,,,Poland: 51.91944 19.14514,
,Turkmenistan: 38.96972 59.55628,,Ukraine: 48.37943 31.16558,,,,
,Turkmenistan: 38.96972 59.55628,,,,,Portugal: 39.39987 -8.22445,
,Ukraine: 48.37943 31.16558,,Czech Republic: 49.81749 15.47296,,,,
,Ukraine: 48.37943 31.16558,,,,,,
,United Arab Emirates: 23.42408 53.84782,,,,,Romania: 45.94316 24.96676,
,United Kingdom: 55.37805 -3.43597,,,,,Norway: 60.47202 8.46895,Malta: 35.93750 14.37542
,United States of America: 37.09024 -95.71289,,,,,,
,United States of America: 37.09024 -95.71289,,,,,,
,Uruguay: -32.52278 -55.76584,,,,,,
,Uruguay: -32.52278 -55.76584,,,,,,
,Uzbekistan: 41.37749 64.58526,,,,,,
,Uzbekistan: 41.37749 64.58526,,,,,,
,Uzbekistan: 41.37749 64.58526,,,,,,
,Uzbekistan: 41.37749 64.58526,,,,,Seychelles: -4.67957 55.49198,
,Venezuela: 6.42375 -66.58973,,,,,,
,Venezuela: 6.42375 -66.58973,,,,,,
,Venezuela: 6.42375 -66.58973,,,,,,
,Venezuela: 6.42375 -66.58973,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,Cambodia: 12.56568 104.99096,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,Vietnam: 14.05832 108.27720,,,,,,
,West Bank: 31.94657 35.30272,,,,,Ireland: 53.41291 -8.24389,
,Yemen: 15.55273 48.51639,,,,,Spain: 40.46367 -3.74922,
,Yemen: 15.55273 48.51639,,,,,,
,Zimbabwe: -19.01544 29.15486,,,,,,
,,,Sudan: 12.86281 30.21764,,,,
,,,Western Sahara: 24.21553 -12.88583,,,,
,,Costa Rica: 9.74892 -83.75343,,,,,
,,Cambodia: 12.56568 104.99096,,,,,
,,Laos: 19.85627 102.49550,,,,,
,,Thailand: 15.87003 100.99254,,,,,
,,Vietnam: 14.05832 108.27720,,,,,
,,Mexico: 19.0000 -99.0000,,,,,
,,,,United States of America: 37.09024 -95.71289,,,
,,Seychelles: -4.67957 55.49198,,,,,
,,Brazil: -14.23500 -51.92528,,,,,
,,Indonesia: -0.78927 113.92133,,,,,
,,,Brunei Darussalam: 4.53528 114.72767,,,,
,,,Cambodia: 12.56568 104.99096,,,,
,,,India: 20.59368 78.96288,,,,
,,,Laos: 19.85627 102.49550,,,,
,,,Thailand: 15.87003 100.99254,,,,
,,,Vietnam: 14.05832 108.27720,,,,
,,Samoa: -13.75903 -172.10463,,,,,
,,,,,,Western Sahara: 24.21553 -12.88583,
,,,,Mexico: 19.0000 -99.0000,,,
,,,,United States of America: 37.09024 -95.71289,,,
,,,Saint Kitts and Nevis: 17.35782 -62.78300,,,,
,,Cuba: 21.52176 -77.78117,,,,,
,,,Estonia: 58.59527 25.01361,,,,
,,,Finland: 61.92411 25.74815,,,,
,,,Georgia: 42.1902 43.2781,,,,
,,,Germany: 51.16569 10.45153,,,,
,,,Hungary: 47.16249 19.50330,,,,
,,,Kazakhstan: 48.01957 66.92368,,,,
,,,Latvia: 56.87964 24.60319,,,,
,,,Lithuania: 55.16944 23.88127,,,,
,,,Moldova: 47.41163 28.36989,,,,
,,,Montenegro: 42.70868 19.37439,,,,
,,,The Netherlands: 52.13263 5.29127,,,,
,,,Poland: 51.91944 19.14514,,,,
,,,Serbia: 44.01652 21.00586,,,,
,,,Slovakia: 48.66903 19.69902,,,,
,,,Switzerland: 46.81819 8.22751,,,,
,,Cuba: 21.52176 -77.78117,,,,,
,,,Nigeria: 9.08200 8.67528,,,,
,,,Tunisia: 33.88692 9.53750,,,,
,,Argentina: -38.41610 -63.61667,Barbados: 13.19389 -59.54320,,,,
,,Brazil: -14.23500 -51.92528,Mexico: 19.0000 -99.0000,,,,
,,Canada: 56.13037 -106.34677,Uruguay: -32.52278 -55.76584,,,,
,,Chile: -35.67515 -71.54297,,,,,
,,Paraguay: -23.44250 -58.44383,,,,,
,,United States of America: 37.09024 -95.71289,,,,,
,,India: 20.59368 78.96288,,,,,
,,Papua New Guinea: -6.31499 143.95555,,,,,
,,,Nepal: 28.39486 84.12401,,,,
,,United States of America: 37.09024 -95.71289,,,,,
,,Jamaica: 18.1315 -77.2736,,,,,Anguilla: 18.22055 -63.06862
,,,,,,,Antigua and Barbuda: 17.06082 -61.79643
,,,,,,,The Bahamas: 25.03428 -77.39628
,,,,,,,Bonaire Sint Eustatius and Saba: 12.17836 -68.23853
,,,,,,,Cayman Islands: 19.31330 -81.25460
,,,,,,,Cuba: 21.52176 -77.78117
,,,,,,,Curaçao: 12.1833 -69.0000
,,,,,,,Dominican Republic: 18.73569 -70.16265
,,,,,,,Guadeloupe: 16.26500 -61.55100
,,,,,,,Haiti: 18.97119 -72.28521
,,,,,,,Honduras: 15.20000 -86.24191
,,,,,,,Martinique: 14.64153 -61.02417
,,,,,,,Mexico: 19.0000 -99.0000
,,,,,,,Montserrat: 16.74250 -62.18737
,,,,,,,Nicaragua: 12.86542 -85.20723
,,,,,,,Puerto Rico: 18.22083 -66.59015
,,,,,,,Saint Kitts and Nevis: 17.35782 -62.78300
,,,,,,,Saint Martin: 18.08255 -63.05225
,,,,,,,Sint Maarten: 18.030 -63.0500
,,,,,,,Turks and Caicos Islands: 21.69402 -71.79793
,,,,,,,United States of America: 37.09024 -95.71289
,,,,,,,Venezuela: 6.42375 -66.58973
,,,,,,,United States Virgin Islands: 18.33576 -64.89633
,,Solomon Islands: -9.64571 160.15619,,,,,
